example_id,poison,n_words,base_ppl,score_span1_abs,score_spanmax_abs,score_spanmax_rel,top_span_max
alpaca-44619,0,6,149.4680,-36.694977,-36.694977,-0.245504,"geographic"
alpaca-19797,0,7,90.0598,-36.795082,-36.795082,-0.408563,"funny"
alpaca-42547,0,11,100.0313,-36.932487,-36.932487,-0.369209,"possible"
alpaca-08784,0,10,71.0572,-37.273361,-37.273361,-0.524555,"web"
alpaca-23997,0,10,40.5456,-37.445164,-37.445164,-0.923531,"sentence"
alpaca-17567,0,11,165.3068,-39.560455,-37.940964,-0.229518,"horse and zebra"
alpaca-24398,0,11,89.5261,-38.010475,-38.010475,-0.424574,"Post"
alpaca-30413,0,10,37.0273,-38.308029,-38.308029,-1.034589,"a"
alpaca-25762,0,9,51.8563,-38.487900,-38.314926,-0.738867,"financial planning."
alpaca-28345,0,9,111.8505,-38.895676,-38.895676,-0.347747,"Name"
alpaca-05152,0,8,36.0065,-40.115620,-40.115620,-1.114121,"healthcare?"
alpaca-01175,0,9,36.2073,-52.178024,-41.016640,-1.132829,"pig and a cow."
alpaca-14310,0,11,42.1683,-41.214729,-41.214729,-0.977387,"that"
alpaca-30315,0,7,202.1459,-41.613480,-41.613480,-0.205859,"symbol"
alpaca-48016,0,8,200.5915,-41.625000,-41.625000,-0.207511,"List"
alpaca-07234,0,10,41.3376,-54.837677,-42.209221,-1.021086,"someone following"
alpaca-03109,0,9,116.1148,-70.257660,-42.219910,-0.363605,"local park."
alpaca-49185,0,8,133.3394,-149.196762,-42.358276,-0.317673,"bias in"
alpaca-03689,0,7,34.8433,-42.679028,-42.679028,-1.224884,"there"
alpaca-50824,0,8,44.2518,-63.662090,-42.749439,-0.966049,"Roman Empire collapse?"
alpaca-08458,0,5,75.6345,-43.074806,-43.074806,-0.569513,"random"
alpaca-43158,0,7,43.8980,-143.562706,-43.246788,-0.985166,"one sentence."
alpaca-08218,0,7,137.3375,-43.432159,-43.432159,-0.316244,"not"
alpaca-50337,0,6,152.0146,-43.653107,-43.653107,-0.287164,"sphere."
alpaca-31245,0,9,38.1366,-43.663548,-43.663548,-1.144925,"the"
alpaca-24342,0,10,173.4398,-43.742798,-43.742798,-0.252207,"three"
alpaca-36151,0,6,210.4060,-44.660492,-44.660492,-0.212259,"cake."
alpaca-29521,0,8,80.8307,-44.857025,-44.857025,-0.554950,"suitable"
alpaca-13572,0,9,42.7215,-111.369629,-45.173149,-1.057386,"Suggest a"
alpaca-01244,0,10,576.4652,-46.542786,-46.542786,-0.080738,"used"
alpaca-39026,0,5,83.9794,-46.736305,-46.736305,-0.556521,"'YOLO'."
alpaca-35691,0,8,47.3513,-46.818607,-46.818607,-0.988749,"a"
alpaca-14907,0,8,126.8943,-48.297501,-48.297501,-0.380612,"California."
alpaca-35768,0,8,84.7355,-48.571823,-48.571823,-0.573217,"the"
alpaca-02272,0,7,37.8611,-49.635799,-49.635799,-1.310997,"acronym"
alpaca-20197,0,10,86.8409,-71.636452,-49.673088,-0.572001,"values into even and odd."
alpaca-45852,0,10,51.1374,-49.837868,-49.837868,-0.974588,"Twitter."
alpaca-08881,0,7,93.8627,-49.850998,-49.850998,-0.531106,"environment."
alpaca-29751,0,7,208.8626,-50.264725,-50.264725,-0.240659,"breakfast?"
alpaca-12631,0,8,42.4106,-50.911724,-50.911724,-1.200448,"product"
alpaca-03136,0,8,30.1459,-74.660547,-51.476152,-1.707567,"Explain the"
alpaca-38595,0,7,105.5420,-51.641212,-51.641212,-0.489295,"three"
alpaca-23765,0,9,44.0034,-52.156776,-52.156776,-1.185289,"the"
alpaca-07036,0,6,556.7511,-53.111267,-53.111267,-0.095395,"Name"
alpaca-17980,0,9,125.8523,-53.733917,-53.733917,-0.426960,"motives."
alpaca-47080,0,7,162.6667,-54.775742,-54.775742,-0.336736,"hamburger."
alpaca-04522,0,9,111.2486,-56.107300,-56.107300,-0.504341,"animal"
alpaca-07258,0,7,56.1499,-56.314243,-56.314243,-1.002927,"partner."
alpaca-15430,0,9,63.0322,-56.370453,-56.370453,-0.894312,"other"
alpaca-28304,0,9,140.3627,-58.218002,-58.218002,-0.414768,"UI"
alpaca-20836,0,8,112.6686,-153.669800,-58.227509,-0.516803,"Compare and contrast"
alpaca-39035,0,8,54.8763,-58.889156,-58.889156,-1.073126,"Kitchen'."
alpaca-41596,0,8,29.4374,-59.290869,-59.290869,-2.014134,"an"
alpaca-19960,0,8,31.7471,-108.820873,-59.574497,-1.876534,"cross-validation in"
alpaca-44034,0,8,250.3245,-121.097519,-60.724289,-0.242582,"Name a"
alpaca-18862,0,6,67.4967,-61.611328,-61.611328,-0.912806,"Design'."
alpaca-17631,0,9,48.2638,-61.742233,-61.742233,-1.279267,"bush."
alpaca-29312,0,6,50.5124,-85.024097,-62.812046,-1.243497,"'herd immunity'."
alpaca-18106,0,8,116.5620,-63.196091,-63.196091,-0.542167,"Write"
alpaca-25891,0,7,104.7505,-72.246864,-64.750938,-0.618145,"funny situation"
alpaca-13217,0,11,113.9431,-69.689735,-65.327019,-0.573330,"Dog and cat"
alpaca-30932,0,8,48.0019,-67.709801,-67.709801,-1.410566,"encoding"
alpaca-30883,0,8,84.3013,-68.669418,-68.669418,-0.814571,"Twitter."
alpaca-14075,0,6,51.6214,-115.411655,-70.046146,-1.356920,"online learning."
alpaca-30310,0,8,159.5965,-74.233154,-74.233154,-0.465130,"lava"
alpaca-03467,0,7,211.2854,-76.577133,-76.577133,-0.362434,"appropriate"
alpaca-26223,0,8,146.3266,-205.937088,-78.267975,-0.534886,"natural selection"
alpaca-36376,0,8,221.1795,-178.642059,-84.509735,-0.382087,"Determine the"
alpaca-17606,0,8,103.2484,-156.200424,-85.091278,-0.824142,"edge computing"
alpaca-11437,0,8,89.2542,-102.158516,-85.643715,-0.959549,"Describe a"
alpaca-14430,0,6,205.3532,-87.197662,-87.197662,-0.424623,"star."
alpaca-20157,0,7,46.1545,-90.726910,-90.726910,-1.965721,"production."
alpaca-45177,0,9,164.9359,-91.641632,-91.641632,-0.555620,"Sushi"
alpaca-15660,0,7,84.8998,-93.461716,-93.461716,-1.100847,"research."
alpaca-12897,0,7,152.3584,-95.271027,-95.271027,-0.625309,"Complete"
alpaca-11497,0,8,132.8949,-97.374054,-97.374054,-0.732715,"Celery"
alpaca-45862,0,7,71.5219,-101.683098,-101.683098,-1.421706,"tackle"
alpaca-09510,0,9,113.8755,-102.687737,-102.687737,-0.901755,"new"
alpaca-08847,0,6,72.5579,-103.897064,-103.897064,-1.431920,"sound"
alpaca-19001,0,6,244.6011,-104.862595,-104.862595,-0.428709,"stress"
alpaca-28177,0,7,216.2669,-332.796356,-104.904205,-0.485068,"Design an"
alpaca-04788,0,8,95.8706,-106.983604,-106.983604,-1.115916,"How"
alpaca-48429,0,8,63.0436,-110.051342,-110.051342,-1.745640,"green."
alpaca-19718,0,7,236.1061,-116.613235,-116.613235,-0.493902,"jokes."
alpaca-23377,0,7,155.3967,-133.033035,-120.161301,-0.773255,"hotel should offer."
alpaca-00924,0,6,167.3297,-258.548111,-121.476181,-0.725969,"Design a"
alpaca-47016,0,9,158.3253,-126.712799,-123.879120,-0.782434,"Design a poster featuring the"
alpaca-25074,0,7,362.8327,-327.436584,-130.559052,-0.359833,"Propose a"
alpaca-35622,0,5,816.7427,-132.298767,-132.298767,-0.161983,"respect:"
alpaca-24382,0,7,165.5529,-319.610611,-132.414047,-0.799829,"Suggest a way for"
alpaca-10066,0,6,74.6848,-133.070465,-133.070465,-1.781760,"Explain"
alpaca-40200,0,5,97.1365,-225.171471,-133.712425,-1.376542,"Write the"
alpaca-01353,0,7,152.2489,-133.835602,-133.835602,-0.879058,"harms"
alpaca-13044,0,7,198.8877,-139.999039,-139.999039,-0.703910,"sensitive"
alpaca-44409,0,6,192.6170,-142.361893,-142.361893,-0.739093,"would"
alpaca-07891,0,8,118.5783,-146.809967,-146.809967,-1.238085,"'Run4Fun'."
alpaca-04217,0,4,80.6124,-150.879822,-150.879822,-1.871671,"slogan."
alpaca-40762,0,5,175.1489,-154.253067,-154.253067,-0.880697,"Frankenstein?"
alpaca-17173,0,8,125.7855,-155.416649,-155.416649,-1.235569,"Explain"
alpaca-02694,0,7,224.1667,-156.443024,-156.443024,-0.697887,"used"
alpaca-24163,0,7,79.3979,-156.487900,-156.487900,-1.970932,"machine"
alpaca-20445,0,5,4427.5020,-171.232910,-171.232910,-0.038675,"Name"
alpaca-09714,0,6,431.3603,-181.819305,-181.819305,-0.421502,"Propose"
alpaca-01027,0,5,55.0187,-186.612053,-186.612053,-3.391796,"work?"
alpaca-30442,0,6,238.0832,-244.277405,-197.914215,-0.831282,"filing taxes."
alpaca-07408,0,7,173.5275,-378.657913,-210.493240,-1.213026,"Design a"
alpaca-39591,0,6,197.3040,-354.250320,-211.076157,-1.069802,"Bill Gates"
alpaca-22047,0,5,415.0617,-217.378052,-217.378052,-0.523725,"recycling."
alpaca-04250,0,8,113.6893,-224.392235,-224.392235,-1.973733,"a"
alpaca-09061,0,6,175.6944,-228.293442,-228.293442,-1.299378,"book."
alpaca-17886,0,8,325.2216,-296.394379,-245.717682,-0.755539,"Design an"
alpaca-07806,0,6,384.0615,-411.157410,-249.115051,-0.648633,"Suggest two"
alpaca-33470,0,7,295.8190,-272.457428,-272.457428,-0.921027,"persuasive"
alpaca-50957,0,7,303.8423,-407.376251,-284.641083,-0.936805,"Name a"
alpaca-42133,0,6,98.3708,-294.323517,-284.817780,-2.895348,"web crawler is"
alpaca-51566,0,6,195.7207,-290.115311,-290.115311,-1.482293,"mutual"
alpaca-33252,0,7,1076.8566,-429.903076,-306.591431,-0.284710,"[bird migration]."
alpaca-48031,0,6,212.4677,-312.533768,-312.533768,-1.470971,"memorable"
alpaca-38089,0,4,311.5514,-345.701599,-345.701599,-1.109613,"children's"
alpaca-47022,0,4,139.0438,-361.100967,-361.100967,-2.597030,"relativistic"
alpaca-31808,0,8,485.6014,-796.501282,-361.199524,-0.743819,"Name a"
alpaca-04430,0,7,153.1572,-385.962479,-385.962479,-2.520042,"Explain"
alpaca-14928,0,6,256.8731,-850.056244,-443.968170,-1.728356,"rainbow is created."
alpaca-10089,0,8,401.0820,-463.035095,-463.035095,-1.154465,"What"
alpaca-27550,0,5,405.1212,-473.099854,-473.099854,-1.167798,"customer"
alpaca-03744,0,5,618.7483,-513.818481,-513.818481,-0.830416,"List"
alpaca-18118,0,4,122.4652,-518.577507,-518.577507,-4.234488,"capital"
alpaca-27723,0,4,379.1450,-581.396271,-581.396271,-1.533440,"famous"
alpaca-47562,0,5,225.4551,-584.243057,-584.243057,-2.591395,"decision-making"
alpaca-10670,0,4,351.0670,-753.635986,-753.635986,-2.146701,"setting."
alpaca-49741,0,5,1838.3251,-920.458130,-920.458130,-0.500705,"Name"
alpaca-25959,0,6,571.9205,-1536.628357,-1536.628357,-2.686787,"Design"
alpaca-24574,0,4,254.8304,-1788.159058,-1788.159058,-7.017054,"night."
alpaca-29040,0,4,1071.1128,-2081.576904,-2081.576904,-1.943378,"Describe"
alpaca-20808,0,5,3370.0010,-2173.440918,-2173.440918,-0.644938,"castle"
alpaca-34820,0,4,734.6547,-2227.370667,-2227.370667,-3.031861,"Mediterranean"
alpaca-30583,0,5,2269.3108,-2823.938232,-2823.938232,-1.244403,"car"
alpaca-16981,0,4,2344.8560,-2913.052734,-2913.052734,-1.242316,"a"
alpaca-23895,0,4,987.1896,-3332.090149,-3332.090149,-3.375329,"wireless"
alpaca-14553,0,4,1334.4637,-7643.560669,-7643.560669,-5.727814,"works"
alpaca-29713,0,4,1500.9868,-10895.968262,-10895.968262,-7.259203,"disease"
